"","ID","name","address","city","state","zip","county","beneficiaries","totaldays","total_medicare_payment","total_medicare_standard_payment","total_charge","percent_home_health","physician_services","home_health_pday","snf_pday","social_service_pday","total_live_discharges","benefls7days","benefgr60days","benefgr180days","home_health_pday_wkppd","snf_pday_wkppd","social_service_pday_wkppd","age","male","female","white","advantage","medicaid","cancer","dementia","stroke","heart","resp","otherdx","site_home","site_alf","site_nonsnf","site_snf","site_inpthospital","site_inpthospice","rated6_","rated7_8","rated9_10","recommend_not","communicated_always","helped_always","respect_always","emotionalsupport_not","emotionalsupport","communicated_not","helped_not","respect_not","communicated_usually","helped_usually","respect_usually","pain_always","pain_not","pain_usually","training_definitely","training_not","training_somewhat","recommend_definitely","recommend_probably","region","regionne","regionmw","regionsouth","regionwest","expansionstate","medicare_payment_pbene","medicare_standard_payment_pbene","charge_pbene","medicare_payment_pbeneday","medicare_standard_payment_pbeneday","charge_pbeneday","medicare_return_rate","discharges_pbeneday","benefgr180days_pct","benefgr60days_pct","benefls7days_pct","calcavglos","totaldx","cancer_pct","stroke_pct","dementia_pct","heart_pct","resp_pct","otherdx_pct","male_pct","female_pct","advantage_pct","medicaid_pct","hourssetting","home_health_pct","snf_pct","social_services_pct","majoritysetting","site_home_pct","site_alf_pct","site_nonsnf_pct","site_snf_pct","site_inpthospital_pct","site_inpthospice_pct"
"1085",231558,"NORTH WOODS HOME NURSING & HOSPICE","226 SOUTH CEDAR STREET","MANISTIQUE","MI",49854,"MI - Marquette",64,2302,348881.12,395873.72,553468.18,0.9996,0,0.4937,0.4472,0.0089,NA,19,NA,NA,0.4662,1.0294,0.0206,81.05,33,31,63,14,11,37,NA,NA,12,NA,NA,55,NA,0,0,0,0,5,20,75,8,75,73,87,12,88,6,9,0,19,18,13,74,13,13,68,11,21,74,18,"mw",0,1,0,0,1,5451.2675,6185.526875,8647.9403125,151.555655951347,171.969470026064,240.429270199826,0.630354431577259,NA,NA,NA,0.296875,35.96875,NA,0.578125,NA,NA,0.1875,NA,NA,0.515625,0.484375,0.21875,0.171875,0.9498,0.519793640766477,0.470835965466414,0.00937039376710886,NA,0.859375,NA,0,0,0,0
"1086",231560,"ASPIRUS AT HOME","311 SIXTH STREET","CALUMET","MI",49913,"MI - Marquette",119,8945,1246118.94,1413364.07,2048525.22,0.9987,0,0.4101,0.1685,0.043,NA,26,37,20,0.467,0.6491,0.0904,82.11,51,68,117,35,39,34,NA,NA,32,18,20,77,NA,0,33,0,0,0,8,92,0,87,86,96,8,92,5,7,0,8,7,4,83,7,10,84,6,10,94,6,"mw",0,1,0,0,1,10471.5877310924,11877.0089915966,17214.4976470588,139.308992733371,158.006044717719,229.013439910565,0.608300511916568,NA,0.168067226890756,0.310924369747899,0.218487394957983,75.1680672268908,NA,0.285714285714286,NA,NA,0.26890756302521,0.151260504201681,0.168067226890756,0.428571428571429,0.571428571428571,0.294117647058824,0.327731092436975,0.6216,0.659749034749035,0.271074646074646,0.0691763191763192,NA,0.647058823529412,NA,0,0.277310924369748,0,0
"1087",231562,"HOSPICE COMPASSUS - DETROIT","30665 NORTHWESTERN HWY, SUITE 150","FARMINGTON","MI",48334,"MI - Royal Oak",400,29666,4513536.66,4686492.15,6804427.3,0.9924,0,0.2683,0.2348,0.0506,51,95,140,60,0.2441,0.7536,0.1179,83.39,169,231,315,109,108,115,103,34,60,36,52,175,90,0,109,21,NA,8,18,74,9,76,73,86,15,85,10,10,6,14,17,8,69,16,15,65,14,21,77,14,"mw",0,1,0,0,1,11283.84165,11716.230375,17011.06825,152.145104159644,157.975195510011,229.367872311737,0.663323518791949,1.71913975594957,0.15,0.35,0.2375,74.165,400,0.2875,0.085,0.2575,0.15,0.09,0.13,0.4225,0.5775,0.2725,0.27,0.5537,0.484558425139967,0.424056348202998,0.0913852266570345,NA,0.4375,0.225,0,0.2725,0.0525,NA
"1088",231563,"OSF BAY DE NOC HOSPICE","901 NORTH LINCOLN ROAD","ESCANABA","MI",49829,"MI - Marquette",122,5586,825857.01,938661.36,1753972.32,0.9948,0,0.1223,0.2641,0.0513,NA,28,28,NA,0.1617,0.6975,0.0603,81.24,54,68,118,38,24,67,NA,NA,21,11,12,107,NA,NA,0,0,0,1,15,84,2,86,82,93,7,93,7,8,2,7,10,5,73,10,17,75,6,19,89,9,"mw",0,1,0,0,1,6769.31975409836,7693.94557377049,14376.822295082,147.844076262084,168.038195488722,313.99432867884,0.470849511467775,NA,NA,0.229508196721311,0.229508196721311,45.7868852459016,NA,0.549180327868853,NA,NA,0.172131147540984,0.0901639344262295,0.0983606557377049,0.442622950819672,0.557377049180328,0.311475409836066,0.19672131147541,0.4377,0.279415124514508,0.603381311400503,0.11720356408499,NA,0.877049180327869,NA,NA,0,0,0
"1089",231564,"KINDRED HOSPICE","25925 TELEGRAPH ROAD, SUITE 102","SOUTHFIELD","MI",48033,"MI - Royal Oak",444,31328,4889842.62,5087802.8,7548814.13,0.9936,0,0.3683,0.3721,0.0909,34,86,160,48,0.3518,1.144,0.2625,84.95,182,262,366,144,67,66,162,47,88,26,55,132,221,52,NA,31,0,5,14,81,6,76,76,88,8,92,7,12,3,17,12,9,76,10,14,67,14,19,80,14,"mw",0,1,0,0,1,11013.1590540541,11459.0153153153,17001.8336261261,156.085374744637,162.404328396323,240.960614466292,0.647763017580087,1.085291113381,0.108108108108108,0.36036036036036,0.193693693693694,70.5585585585586,444,0.148648648648649,0.105855855855856,0.364864864864865,0.198198198198198,0.0585585585585586,0.123873873873874,0.40990990990991,0.59009009009009,0.324324324324324,0.150900900900901,0.8313,0.443041020089017,0.447612173703837,0.109346806207145,NA,0.297297297297297,0.497747747747748,0.117117117117117,NA,0.0698198198198198,0
"1090",231567,"HOSPICE OF STURGIS","600 S LAKEVIEW SUITE B01","STURGIS","MI",49091,"MI - Kalamazoo",50,1467,238252.19,269510.05,561159.97,0.9959,0,0.1508,0.301,0.304,NA,14,NA,NA,0.2357,0.587,0.5011,81.1,28,22,50,14,NA,29,NA,NA,NA,NA,NA,43,NA,NA,0,0,0,0,2,98,0,89,90,96,2,98,3,8,0,8,2,4,86,4,10,86,3,11,93,7,"mw",0,1,0,0,1,4765.0438,5390.201,11223.1994,162.407764144513,183.715098841172,382.522133605999,0.424570893750672,NA,NA,NA,0.28,29.34,NA,0.58,NA,NA,NA,NA,NA,0.56,0.44,0.28,NA,0.7558,0.199523683514157,0.398253506218576,0.402222810267266,NA,0.86,NA,NA,0,0,0
"1091",231568,"MICHIGAN COMMUNITY VNA HOSPICE","30800 TELEGRAPH ROAD, SUITE 1728","BINGHAM FARMS","MI",48025,"MI - Royal Oak",123,14194,2164851.5,2185542.07,3839633.21,0.9961,0,0.3696,0.1948,0.0248,13,18,64,29,0.318,0.6456,0.0686,84.2,46,77,105,51,NA,17,59,NA,17,NA,15,53,61,0,NA,NA,0,14,13,73,14,70,60,81,12,88,10,14,5,20,26,14,62,12,26,63,18,19,71,15,"mw",0,1,0,0,1,17600.418699187,17768.6347154472,31216.5301626016,152.51877553896,153.976473862195,270.511005354375,0.563817266285182,0.915879949274341,0.235772357723577,0.520325203252033,0.146341463414634,115.39837398374,NA,0.138211382113821,NA,0.479674796747967,0.138211382113821,NA,0.121951219512195,0.373983739837398,0.626016260162602,0.414634146341463,NA,0.5892,0.627291242362525,0.330617786829599,0.0420909708078751,NA,0.430894308943089,0.495934959349593,0,NA,NA,0
"1092",231569,"HEARTLAND HOME HEALTH CARE AND HOSPICE","26211 CENTRAL PARK BLVD, SUITE 600","SOUTHFIELD","MI",48076,"MI - Royal Oak",463,38403,5768664.51,6045718.51,8750386.96,0.9958,0,0.2753,0.1873,0.0603,43,64,184,76,0.2532,0.467,0.1149,83.92,180,283,378,154,125,84,155,48,94,32,50,157,141,159,NA,0,0,8,18,74,7,77,73,88,11,89,9,12,4,14,15,8,65,13,22,66,12,22,78,15,"mw",0,1,0,0,1,12459.3185961123,13057.7073650108,18899.323887689,150.213902820092,157.428287112986,227.85685909955,0.659246789469982,1.11970418977684,0.16414686825054,0.397408207343413,0.138228941684665,82.9438444924406,463,0.181425485961123,0.103671706263499,0.334773218142549,0.203023758099352,0.0691144708423326,0.107991360691145,0.388768898488121,0.611231101511879,0.332613390928726,0.269978401727862,0.5229,0.526486899980876,0.358194683495888,0.115318416523236,NA,0.339092872570194,0.304535637149028,0.34341252699784,NA,0,0
"1093",231570,"FAITH HOSPICE","2100 RAYBROOK STREET SE, SUITE 300","GRAND RAPIDS","MI",49546,"MI - Grand Rapids",1582,67165,11499831.6,12462047.11,22113075.38,0.9642,2270,0.3463,0.3475,0.071,51,523,331,92,0.405,0.8106,0.1289,82.47,690,892,1483,754,351,555,179,138,233,189,288,634,210,320,0,163,128,3,15,82,4,80,79,90,10,90,7,9,2,13,12,8,74,10,16,72,10,18,88,8,"mw",0,1,0,0,1,7269.17294563843,7877.40019595449,13977.9237547408,171.217622273506,185.543766991737,329.235098339909,0.520046687418293,0.759324052706023,0.0581542351453856,0.209228824273072,0.330594184576485,42.4557522123894,1582,0.350821744627054,0.0872313527180784,0.11314791403287,0.147281921618205,0.119469026548673,0.18204804045512,0.436156763590392,0.563843236409608,0.47661188369153,0.221871049304678,0.7648,0.452798117154812,0.454367154811715,0.0928347280334728,1455,0.400758533501896,0.132743362831858,0.202275600505689,0,0.103034134007585,0.0809102402022756
"1094",231571,"UP HEALTH SYSTEM HOME CARE AND HOSPICE","2420 1ST AVE SOUTH, SUITE 102","ESCANABA","MI",49829,"MI - Marquette",89,3970,594823.18,675299.78,1054887.9,1,0,0.1803,0.3848,0.0346,NA,28,21,NA,0.2024,1.0268,0.0579,80.01,34,55,85,25,11,42,NA,NA,14,11,12,80,NA,0,NA,0,0,1,10,89,1,93,89,96,5,95,3,6,1,4,5,3,84,7,9,80,8,12,95,4,"mw",0,1,0,0,1,6683.40651685393,7587.63797752809,11852.6730337079,149.829516372796,170.100700251889,265.71483627204,0.563873355642813,NA,NA,0.235955056179775,0.314606741573034,44.6067415730337,NA,0.471910112359551,NA,NA,0.157303370786517,0.123595505617978,0.134831460674157,0.382022471910112,0.617977528089888,0.280898876404494,0.123595505617978,0.5997,0.300650325162581,0.64165416041354,0.0576955144238786,NA,0.898876404494382,NA,0,NA,0,0
"1095",231572,"HEARTLAND HOME HEALTH CARE AND HOSPICE","3840 PACKARD ROAD, SUITE 260","ANN ARBOR","MI",48108,"MI - Ann Arbor",182,17170,2621662.81,2692577.8,3962571.92,0.995,0,0.2809,0.2395,0.0495,21,26,77,37,0.3276,0.9545,0.1348,82.52,75,107,156,53,57,38,19,46,48,13,18,68,33,61,12,0,NA,2,13,85,2,84,82,93,6,94,6,8,2,10,10,5,76,9,15,77,9,14,89,9,"mw",0,1,0,0,1,14404.7407142857,14794.3835164835,21772.3731868132,152.688573675015,156.818741991846,230.784619685498,0.661606366503501,1.22306348281887,0.203296703296703,0.423076923076923,0.142857142857143,94.3406593406593,182,0.208791208791209,0.252747252747253,0.104395604395604,0.263736263736264,0.0714285714285714,0.0989010989010989,0.412087912087912,0.587912087912088,0.291208791208791,0.313186813186813,0.5699,0.49289349008598,0.420249166520442,0.0868573433935778,NA,0.373626373626374,0.181318681318681,0.335164835164835,0.0659340659340659,0,NA
"1096",231574,"BEAUMONT HOSPICE","1410 EAST FOURTEEN MILE RD","MADISON HEIGHTS","MI",48071,"MI - Royal Oak",2932,98729,18347748.84,19124980.5,27874142.53,0.9411,0,0.1844,0.32,0.0506,133,1429,459,136,0.1243,0.7755,0.1109,81.6,1195,1737,2398,877,510,853,245,203,433,597,601,1064,163,126,212,1348,NA,7,16,77,6,78,72,86,12,88,8,13,4,14,15,10,70,12,18,70,10,20,77,17,"mw",0,1,0,0,1,6257.75881309686,6522.84464529331,9506.86989427012,185.839508553718,193.711883033354,282.329837535071,0.658235453171445,1.34712191959809,0.0463847203274216,0.156548431105048,0.487380627557981,33.6729195088677,2932,0.290927694406548,0.0692360163710778,0.0835607094133697,0.147680763983629,0.203615279672578,0.204979536152797,0.407571623465211,0.592428376534789,0.299113233287858,0.173942701227831,0.555,0.332252252252252,0.576576576576577,0.0911711711711712,NA,0.362892223738063,0.055593451568895,0.0429740791268759,0.0723055934515689,0.459754433833561,NA
"1097",231576,"HEARTLAND HOME HEALTH CARE AND HOSPICE","564 PROGRESS STREET","WEST BRANCH","MI",48661,"MI - Saginaw",268,24925,3463714.42,3925040.72,5491504.05,0.9973,0,0.2082,0.2321,0.0444,28,47,103,54,0.2498,1.0143,0.1123,79.94,126,142,261,54,85,75,30,16,74,40,33,164,37,61,NA,0,0,6,14,80,3,80,76,91,10,90,8,12,3,12,12,6,72,10,18,73,9,18,86,11,"mw",0,1,0,0,1,12924.3075373134,14645.6743283582,20490.6867537313,138.965473219659,157.474050952859,220.321125376128,0.630740574615437,1.12337011033099,0.201492537313433,0.384328358208955,0.175373134328358,93.0037313432836,268,0.279850746268657,0.0597014925373134,0.111940298507463,0.276119402985075,0.149253731343284,0.123134328358209,0.470149253731343,0.529850746268657,0.201492537313433,0.317164179104478,0.4847,0.429544047864659,0.478852898700227,0.0916030534351145,NA,0.611940298507463,0.138059701492537,0.227611940298507,NA,0,0
"1098",231580,"HOSPICE OF THE SUNRISE SHORES","2078 M-32 WEST","ALPENA","MI",49707,"MI - Saginaw",123,12818,1781030.82,2023509.38,3403216.11,0.9918,0,0.3174,0.223,0.0737,NA,25,58,27,0.5024,0.9025,0.2034,83.59,51,72,119,27,27,23,NA,NA,46,21,19,75,NA,23,0,11,NA,1,12,87,2,85,86,95,12,88,5,5,1,10,9,4,82,9,9,81,6,13,91,7,"mw",0,1,0,0,1,14479.9253658537,16451.2957723577,27668.4236585366,138.947637696989,157.864673115931,265.502895147449,0.523337561422157,NA,0.219512195121951,0.471544715447154,0.203252032520325,104.211382113821,NA,0.186991869918699,NA,NA,0.373983739837398,0.170731707317073,0.154471544715447,0.414634146341463,0.585365853658537,0.219512195121951,0.219512195121951,0.6141,0.51685393258427,0.363133040221462,0.120013027194268,NA,0.609756097560976,NA,0.186991869918699,0,0.0894308943089431,NA
"1099",231582,"HEARTLAND HOME HEALTH CARE AND HOSPICE","3230 EAGLE PARK DRIVE NE, SUITE 200","GRAND RAPIDS","MI",49525,"MI - Grand Rapids",990,90109,13189758.99,14198229.82,20632894.3,0.9953,23,0.2259,0.2187,0.048,113,163,407,198,0.2584,0.838,0.1025,81.6,444,546,893,280,414,240,137,112,256,120,125,480,137,358,0,NA,0,6,15,79,6,76,76,90,11,89,9,9,2,15,15,8,72,10,18,71,11,18,84,10,"mw",0,1,0,0,1,13322.9888787879,14341.6462828283,20841.3073737374,146.375600550444,157.567277630425,228.977064444173,0.639258787362663,1.25403677768036,0.2,0.411111111111111,0.164646464646465,91.0191919191919,990,0.242424242424242,0.113131313131313,0.138383838383838,0.258585858585859,0.121212121212121,0.126262626262626,0.448484848484848,0.551515151515152,0.282828282828283,0.418181818181818,0.4926,0.458587088915956,0.443970767356882,0.097442143727162,NA,0.484848484848485,0.138383838383838,0.361616161616162,0,NA,0
"1100",231583,"REVERENCE HOME HEALTH AND HOSPICE","37650 GARFIELD ROAD","CLINTON TOWNSHIP","MI",48036,"MI - Detroit",1716,39745,8435526.89,8793730.78,14862783.8,0.8922,139,0.106,0.1753,0.0588,67,974,162,50,0.0729,0.3927,0.1451,81.56,695,1021,1247,529,387,538,251,130,361,169,267,571,50,0,153,942,0,7,18,75,8,76,72,87,17,83,7,13,3,17,15,10,70,12,18,69,11,20,76,16,"mw",0,1,0,0,1,4915.80821095571,5124.55173659674,8661.29592074592,212.241209963517,221.253762234243,373.953548874072,0.567560357703649,1.68574663479683,0.0291375291375291,0.0944055944055944,0.567599067599068,23.1614219114219,1716,0.313519813519814,0.0757575757575758,0.146270396270396,0.21037296037296,0.0984848484848485,0.155594405594406,0.405011655011655,0.594988344988345,0.308275058275058,0.225524475524476,0.3401,0.311673037341958,0.515436636283446,0.172890326374596,1716,0.332750582750583,0.0291375291375291,0,0.0891608391608392,0.548951048951049,0
"1101",231584,"COMMUNITY HEALTH CENTER OF BRANCH COUNTY HOSPICE","300 EAST CHICAGO STREET","COLDWATER","MI",49036,"MI - Kalamazoo",40,1287,201441.15,226685.18,298046.31,0.9899,0,0.224,0.3001,0.034,NA,14,NA,NA,0.3645,0.7145,0.0618,79.65,26,14,40,NA,NA,23,NA,NA,NA,NA,NA,34,NA,0,0,0,0,9,9,82,6,82,80,93,11,89,5,10,2,13,10,5,83,7,10,68,11,21,91,3,"mw",0,1,0,0,1,5036.02875,5667.1295,7451.15775,156.51993006993,176.134560994561,231.582214452214,0.675871981102534,NA,NA,NA,0.35,32.175,NA,0.575,NA,NA,NA,NA,NA,0.65,0.35,NA,NA,0.5581,0.401361763124888,0.537717254972227,0.0609209819028848,NA,0.85,NA,0,0,0,0
"1102",231587,"WELLSPRING LUTHERAN SERVICES","100 MAYER RD","FRANKENMUTH","MI",48734,"MI - Saginaw",125,6551,971769.72,1071471.4,1871306.93,0.9965,0,0.1178,0.2839,0.0719,16,39,33,12,0.1174,0.7366,0.1232,85.44,47,78,119,35,25,42,24,NA,18,NA,24,65,18,39,0,NA,0,12,17,71,8,69,67,82,12,88,9,9,1,22,24,17,61,14,25,71,9,20,79,13,"mw",0,1,0,0,1,7774.15776,8571.7712,14970.45544,148.339142115708,163.558449091742,285.652103495649,0.519300016700093,2.44237520989162,0.096,0.264,0.312,52.408,NA,0.336,NA,0.192,0.144,NA,0.192,0.376,0.624,0.28,0.2,0.4736,0.248733108108108,0.599451013513513,0.151815878378378,NA,0.52,0.144,0.312,0,NA,0
"1103",231588,"HEARTLAND HOME HEALTH CARE AND HOSPICE","865 SOUTH CEDAR STREET","MASON","MI",48854,"MI - Lansing",313,35536,5616310.87,5535422.92,8243423.81,0.9939,NA,0.2096,0.2081,0.0436,58,35,169,69,0.2538,0.8209,0.0951,82.17,140,173,290,102,69,54,38,27,112,40,42,174,81,39,NA,NA,0,2,10,88,1,82,80,94,7,93,5,9,1,13,11,5,76,7,17,81,7,12,90,9,"mw",0,1,0,0,1,17943.4852076677,17685.0572523962,26336.817284345,158.045668336335,155.76944281855,231.97388029041,0.681308034070373,1.63214768122467,0.220447284345048,0.539936102236422,0.111821086261981,113.533546325879,313,0.172523961661342,0.0862619808306709,0.121405750798722,0.357827476038339,0.12779552715655,0.134185303514377,0.447284345047923,0.552715654952077,0.325878594249201,0.220447284345048,0.4613,0.454368090179926,0.451116410145242,0.094515499674832,NA,0.55591054313099,0.258785942492013,0.124600638977636,NA,NA,0
"1104",231589,"HEARTLAND HOME HEALTH CARE AND HOSPICE","6211 TAYLOR DRIVE","FLINT","MI",48507,"MI - Flint",656,65780,10824882.98,10309035.71,15898024.87,0.9962,194,0.2764,0.1886,0.037,43,91,302,142,0.3067,0.8049,0.0945,83.35,251,405,560,158,169,129,61,232,102,55,77,246,196,207,NA,NA,0,5,12,83,5,79,78,91,7,93,8,9,3,13,13,6,71,11,18,74,11,15,85,10,"mw",0,1,0,0,1,16501.3460060976,15714.9934603659,24234.7940091463,164.561918212223,156.719910459106,241.684780632411,0.680894832440906,0.653694131955001,0.216463414634146,0.460365853658537,0.138719512195122,100.274390243902,656,0.196646341463415,0.353658536585366,0.0929878048780488,0.155487804878049,0.0838414634146342,0.117378048780488,0.382621951219512,0.617378048780488,0.240853658536585,0.257621951219512,0.502,0.550597609561753,0.375697211155378,0.0737051792828685,NA,0.375,0.298780487804878,0.315548780487805,NA,NA,0
"1105",231591,"SOUTHERNCARE KALAMAZOO","1911 WEST CENTRE AVENUE","PORTAGE","MI",49024,"MI - Kalamazoo",137,8663,1416364.42,1449097.84,1787178.41,0.9994,0,0.2224,0.1958,0.0392,NA,22,67,NA,0.264,0.5743,0.0909,83.92,41,96,122,48,68,19,57,NA,24,NA,21,35,41,0,61,0,0,1,19,80,3,81,77,91,8,92,6,9,1,13,14,8,74,8,18,76,7,17,83,14,"mw",0,1,0,0,1,10338.4264233577,10577.3564963504,13045.0978832117,163.49583516103,167.274366847512,206.300174304513,0.792514285129485,NA,NA,0.489051094890511,0.160583941605839,63.2335766423358,NA,0.138686131386861,NA,0.416058394160584,0.175182481751825,NA,0.153284671532847,0.299270072992701,0.700729927007299,0.35036496350365,0.496350364963504,0.4574,0.486226497595103,0.428071709663314,0.0857017927415828,137,0.255474452554745,0.299270072992701,0,0.445255474452555,0,0
"1106",231592,"SOUTHERNCARE JACKSON","1965 BOARDMAN RD, SUITE B","JACKSON","MI",49202,"MI - Ann Arbor",482,41763,6228989.95,6520774.43,8129244.97,0.999,0,0.2266,0.1751,0.0369,120,85,216,85,0.2333,0.5627,0.0813,84.45,172,310,445,126,169,79,148,55,94,39,67,103,208,NA,164,0,0,1,19,80,2,83,76,93,7,93,5,9,2,12,15,5,77,9,14,71,11,18,86,12,"mw",0,1,0,0,1,12923.2156639004,13528.5776556017,16865.6534647303,149.15092186864,156.137596197591,194.651844216172,0.766244586426825,2.87335679908053,0.176348547717842,0.448132780082988,0.176348547717842,86.6452282157676,482,0.163900414937759,0.114107883817427,0.307053941908714,0.195020746887967,0.0809128630705394,0.139004149377593,0.356846473029046,0.643153526970954,0.261410788381743,0.350622406639004,0.4386,0.516643866849065,0.39922480620155,0.0841313269493844,NA,0.213692946058091,0.431535269709544,NA,0.340248962655602,0,0
"1107",231594,"SOUTHERNCARE SAGINAW","6272 STATE STREET","SAGINAW","MI",48603,"MI - Saginaw",98,5466,860709.6,922989.54,1123452.21,0.9976,0,0.2794,0.2287,0.046,NA,NA,35,NA,0.2551,0.7594,0.0807,84.61,38,60,93,34,19,27,21,NA,29,NA,NA,36,53,NA,NA,0,0,3,16,81,3,83,84,91,5,95,7,7,2,10,9,7,77,9,14,71,13,16,83,14,"mw",0,1,0,0,1,8782.75102040816,9418.2606122449,11463.7980612245,157.466081229418,168.860142700329,205.534615806806,0.76612925083836,NA,NA,0.357142857142857,NA,55.7755102040816,NA,0.275510204081633,NA,0.214285714285714,0.295918367346939,NA,NA,0.387755102040816,0.612244897959184,0.346938775510204,0.193877551020408,0.5541,0.504241111712687,0.412741382421945,0.0830175058653673,NA,0.36734693877551,0.540816326530612,NA,NA,0,0
"1108",231596,"COMPASSUS - BAY CITY","401 CENTER AVENUE, SUITE 130","BAY CITY","MI",48708,"MI - Saginaw",210,18637,2652291.67,2908713.06,3594326.42,0.9974,0,0.1977,0.2509,0.0208,22,38,93,41,0.2223,0.5699,0.0422,82.5,83,127,193,45,85,59,29,NA,68,NA,25,74,44,0,88,NA,0,2,6,92,2,85,78,96,8,92,4,12,0,11,10,4,80,5,15,77,6,17,96,2,"mw",0,1,0,0,1,12629.9603333333,13851.0145714286,17115.8400952381,142.313230133605,156.07195686001,192.859710253796,0.737910629163169,1.18044749691474,0.195238095238095,0.442857142857143,0.180952380952381,88.7476190476191,NA,0.280952380952381,NA,0.138095238095238,0.323809523809524,NA,0.119047619047619,0.395238095238095,0.604761904761905,0.214285714285714,0.404761904761905,0.4694,0.421175969322539,0.534512143161483,0.0443118875159778,NA,0.352380952380952,0.20952380952381,0,0.419047619047619,NA,0
"1109",231599,"COMPASSUS - LANSING","801 SOUTH WAVERLY ROAD SUITE 200","LANSING","MI",48917,"MI - Lansing",330,36632,5827255.07,5648074.5,8785384.52,0.9981,NA,0.3574,0.1834,0.0455,30,49,165,81,0.3663,0.6797,0.1017,85.04,117,213,310,78,114,32,135,20,89,25,29,69,141,0,115,0,NA,6,17,77,7,75,75,90,10,90,9,10,1,16,15,9,70,10,20,71,13,16,85,8,"mw",0,1,0,0,1,17658.3486969697,17115.3772727273,26622.3773333333,159.075536962219,154.184169578511,239.828142607556,0.663289700835997,0.818956103952828,0.245454545454545,0.5,0.148484848484848,111.006060606061,330,0.096969696969697,0.0606060606060606,0.409090909090909,0.26969696969697,0.0757575757575758,0.0878787878787879,0.354545454545455,0.645454545454546,0.236363636363636,0.345454545454545,0.5863,0.609585536414805,0.312809142077435,0.0776053215077605,NA,0.209090909090909,0.427272727272727,0,0.348484848484849,0,NA
"1110",231600,"COMPASSUS - NORTHERN MICHIGAN","3217 WEST M-55, SUITE B","WEST BRANCH","MI",48661,"MI - Saginaw",459,49701,6829423.18,7739056.62,10175898.26,0.9957,238,0.2856,0.2337,0.0352,49,81,221,111,0.3214,1.0083,0.071,82.44,187,272,456,95,167,72,84,37,178,44,44,215,77,0,164,NA,0,3,16,81,3,84,79,93,6,94,5,10,2,11,11,5,80,9,11,74,10,16,91,6,"mw",0,1,0,0,1,14878.9176034858,16860.6898039216,22169.7129847495,137.410176455202,155.712291905595,204.74232429931,0.67113713261516,0.985895656023018,0.241830065359477,0.481481481481481,0.176470588235294,108.281045751634,459,0.156862745098039,0.0806100217864924,0.183006535947712,0.387799564270152,0.0958605664488017,0.0958605664488017,0.407407407407407,0.592592592592593,0.206971677559913,0.363834422657952,0.5545,0.515058611361587,0.421460775473399,0.0634806131650135,NA,0.468409586056645,0.167755991285403,0,0.357298474945534,NA,0
"1111",231602,"UP HEALTH SYSTEM HOME CARE AND HOSPICE PORTAGE","821 WEST WATER STREET","HANCOCK","MI",49930,"MI - Marquette",58,2899,407144.91,461699.55,765168.56,0.9979,0,0.59,0.2325,0.0414,NA,19,12,NA,0.514,0.5959,0.0722,82.12,25,33,58,16,NA,22,NA,NA,NA,NA,NA,48,0,NA,NA,NA,0,3,18,79,0,84,75,94,9,91,3,7,0,13,18,6,81,4,15,75,5,20,91,9,"mw",0,1,0,0,1,7019.73982758621,7960.33706896552,13192.5613793103,140.443225250086,159.261659192825,263.942242152466,0.532098326151822,NA,NA,0.206896551724138,0.327586206896552,49.9827586206897,NA,0.379310344827586,NA,NA,NA,NA,NA,0.431034482758621,0.568965517241379,0.275862068965517,NA,0.8639,0.682949415441602,0.269128371339275,0.0479222132191226,NA,0.827586206896552,0,NA,NA,NA,0
"1112",231603,"HOMETOWN HOME HEALTH CARE AND HOSPICE","1681 WOODBRIDGE PARK DRIVE","LAPEER","MI",48446,"MI - Flint",599,52639,8092251.84,8339125.58,10978384.9,0.9999,0,0.2014,0.256,0.0353,39,87,253,110,0.2203,0.9509,0.0851,85.1,196,403,579,148,109,69,214,19,138,45,114,108,485,NA,NA,0,0,4,13,83,3,81,78,91,10,90,7,6,2,12,16,7,73,11,16,71,10,19,84,13,"mw",0,1,0,0,1,13509.6024040067,13921.745542571,18327.854590985,153.731108873649,158.42104865214,208.559906153232,0.737107681476899,0.740895533729744,0.183639398998331,0.42237061769616,0.145242070116861,87.8781302170284,599,0.115191986644407,0.0317195325542571,0.357262103505843,0.230383973288815,0.0751252086811352,0.190317195325543,0.327212020033389,0.672787979966611,0.247078464106845,0.181969949916528,0.4927,0.408768012989649,0.519585954942155,0.0716460320681956,NA,0.180300500834725,0.809682804674457,NA,NA,0,0
"1113",231605,"COMPASSUS - CASS CITY","5986 CASS CITY ROAD","CASS CITY","MI",48726,"MI - Saginaw",191,10498,1522017.49,1719468.5,2241731.61,0.9862,0,0.2949,0.2902,0.0253,13,52,52,12,0.3491,0.9047,0.0545,81.75,72,119,187,32,68,53,25,14,49,16,34,97,19,0,66,NA,0,3,12,85,4,80,77,92,8,92,7,12,2,13,11,6,81,7,12,78,12,10,85,11,"mw",0,1,0,0,1,7968.67795811518,9002.45287958115,11736.8147120419,144.981662221376,163.790102876738,213.538922651934,0.678947240254153,1.23833111068775,0.06282722513089,0.272251308900524,0.272251308900524,54.9633507853403,191,0.277486910994764,0.0732984293193717,0.130890052356021,0.256544502617801,0.0837696335078534,0.178010471204188,0.37696335078534,0.62303664921466,0.167539267015707,0.356020942408377,0.6104,0.483125819134993,0.475425950196592,0.0414482306684142,NA,0.507853403141361,0.0994764397905759,0,0.345549738219895,NA,0
